observationId,predictions
4465886773,2159 386 1002
4465886871,770 2275 365 1566 775
4465886994,1666 1200 2281 969 476
4465887002,1863 1642 1344 1809 1818
4465887012,1155 1363 1364 2298 2305
4465887140,356 817 1930 442 1561
4465887304,1976 1180 352 278 29
4465887431,2104 2087 156 257 2333
4465887442,705 1303 2173 1298
4465887489,1896 852 2365 1871 1878
4465887521,773 796
4465887538,20 14 532 503
4465887652,1978 581 582 2188 1537
4465887749,969 967 1667 976
4465887862,808 884 1846 1933 287
4465887881,833 822 838 824
4465887921,796
4465887959,1941 379 286 1612 2392
4465888003,2153 581 255 2265 582
4465888030,2019 2000 1189 1048 1291
4465888069,1304 268 1515 342
4465888163,1152 1149 1134 1144
4465888228,339 1259 1257
4465888336,833 1772 186
4465888357,675 1786 2145 691 346
4465888409,900 1569 203 656 148
4465888423,1133 1116 19 1149
4465888754,1776 937 1772 935 379
4465888902,1869 1933 1008 852
4465888961,796
4465889365,1440 1928 1922 28 1228
4465889368,833 835 1772 598 186
4465889699,341 1583 1584 669 2413
4465889897,837 819 932 934
4465889924,1091 1264 1265 1692 1438
4465889940,1776 843 937 936 1772
4465890220,111 203 1112 1339 972
4465890253,1287 1831 752
4465890442,1185 550 520 1202 1107
4465890586,885 877 875 1657
4465890587,451 450 452 569 2194
4465890625,1051 1186 1045
4465890641,1051 1050 1186 1052 1191
4465890823,1389 2126 1388 1752 770
4465891399,2303 1965 2305 2299 1971
4465891510,618 365 627 773 976
4465891590,1528 1526 1931 1212 1522
4465891591,176 2305 2299 2298 2060
4465891616,1636 1646 1059 2203 124
4465891641,312 1103 2276 1674 532
4465891649,1669 548 538 532 1189
4465891686,359 614 2215 317 225
4465891700,2276 477 2279 2282
4465891701,586 1102 89 371 627
4465891751,1045 2019 1052 1050
4465891975,2090 1091 9 1326
4465892228,2194 464 1675 536 233
4465892294,234 2194 532 1666 465
4465892303,469 954 499 1644 478
4465892450,878 2110 2073 1293
4465892653,109 1017 1041
4465892660,1051 1752 1241 371 1102
4465892676,673 950 1151 1242 1137
4465892703,2027 1069 1480 1621 2026
4465892896,910 2305 176 741 898
4465893063,1584 2249
4465893067,123 2144 130 2040
4465893105,796 652 750 907
4465893294,137 1264 1330 59 710
4465893357,2194 973 452
4465893547,2299 2305 2298 176 2384
4465893572,50 371 1050 452 46
4465893648,2073 1203
4465893649,614 359 950 523 1539
4465893691,1050 1045 1044 973 50
4465893704,1294 487 967 1245
4465893897,618 770 792 773
4465894174,618 1194 1388 771 1345
4465894249,992 1816 362 1756 1464
4465894410,87 1156 2154 877
4465894494,2215 1116 1863 1848 1968
4465894518,1540 582 1017 1048 1108
4465894622,1045 1050 2019 1044
4465894655,540 1039 487
4465894664,2073 223 620 1203
4465894673,1133 1291 1812 1849 452
4465894715,47 492
4465894720,177 1994 2170 1993 215
4465894817,2273 355 906 908
4465895055,817 356 1702
4465895204,19 46 1110
4465895287,618 1566 792 784 1389
4465895341,1110 1118 976 1125 1129
4465895492,1064 1061 1240 1647 2188
4465895509,47 1993 1201 2417 1235
4465895562,13 773 1278 2011 2016
4465895563,673 369 1241 1017
