observationId,predictions
4100103514,329 607 37 328 38
4100103536,1094 1418 1473 628 1470
4100103558,1264 1915 2025 2288 847
4100103640,2041 2040 123 1777 1024
4100103658,1646 1059 256 1552 124
4100103826,2162 1439 1162 70 846
4100103834,2125 580 1322 1508 714
4100103858,292 1326 1333 2090 641
4100103980,728 2028 360 1702 304
4100104007,226 694 691 622 1244
4100104070,9 607 1709 75 641
4100104127,2135 1738 714 578 1744
4100104132,1399 1598 859 43 302
4100104174,2136 877 2204 1055 2028
4100104225,1697 712 1696 714 846
4100104258,1333 626 641 75 9
4100104360,1393 1786 592 1222 2306
4100104386,2377 2239 1371 728 1614
4100104419,1695 1966 131 1322 1645
4100104434,1545 1159 1548 2393 1300
4100104436,1778 1325 1332 1323 1006
4100104512,2063 130 2038 2291 8
4100104518,2383 1548 1855 2421 2169
4100104551,1526 1522 1528 1527 1212
4100104620,291 1904 251 289 207
4100104630,43 1231 1263 2209 1792
4100104647,1172 1173 1655 1624 1555
4100104748,687 1355 2293 211 671
4100104867,9 2156 1430 1608 1326
4100104875,1373 1892 2368 1874 379
4100104892,350 95 187 598 383
4100104918,2359 1008 811 1869 1893
4100104998,1371 2377 2239 1614 1367
4100105008,1778 1068 2259 592 130
4100105316,877 1502 295 1099 2136
4100105347,226 2203 1622 694 1621
4100105369,143 2125 196 1475 578
4100105385,30 1320 1221 1400 2045
4100105635,1500 321 880 1467 2352
4100105664,1172 1173 261 2272 948
4100105680,728 2184 1371 2377 2378
4100105771,1481 912 1627 1630 1206
4100105795,2071 2069 1735 78 1404
4100105810,27 2041 123 2038 130
4100105866,641 1332 1706 2090 1091
4100105913,1869 1611 2184 1946 1896
4100105968,267 268 266 1785 151
4100106312,96 1488 1604 352 278
4100106345,1326 1608 98 2090 1333
4100106350,176 1750 1627 1563 705
4100106377,196 62 578 663 2125
4100106457,1351 226 2259 1603 592
4100106530,1545 945 1549 2061 1622
4100106600,339 1257 1258 1586 2424
4100106651,1173 1172 253 654 587
4100106683,1263 2396 1231 2163 43
4100106721,654 1175 329 2406 328
4100106759,354 70 1495 2140 2045
4100106769,1297 642 1055 703 1097
4100106797,846 677 1847 746 1504
4100107315,2239 2377 1570 1412 1564
4100107343,726 1905 640 1310 373
4100107373,187 383 350 288 2205
4100107378,2028 728 2239 83 1332
4100107429,1322 1638 2108 721 1400
4100107434,1778 1310 1780 2124 1276
4100107675,1355 2177 671 211 168
4100107680,2388 1518 1231 1618 1680
4100107718,1638 1322 1418 1096 131
4100107730,1276 666 1406 1780 1491
4100107759,1884 2090 2092 944 1332
4100107769,10 714 2160 2094 373
4100107774,2425 164 334 337 701
4100107929,1646 668 1429 2289 305
4100107931,1892 2371 1879 2368 1373
4100107968,1693 929 1768 658 304
4100108317,209 380 1778 913 1491
4100108336,1076 1214 1433 1383 2168
4100108358,641 1326 1333 626 75
4100108362,944 1328 2372 720 2117
4100108371,728 163 1570 118 607
4100108380,580 746 62 642 1055
4100108454,2377 675 2184 387 2117
4100108575,626 9 75 1333 1326
4100108666,663 578 2135 682 1737
4100108711,2177 211 1918 2422 1300
4100108781,1412 1371 2184 1946 1611
4100108801,1495 274 1918 846 2293
4100108855,1869 2184 1376 1896 852
4100108952,937 934 1296 837 832
4100108963,884 1572 2138 687 2352
4100109352,2028 1020 28 2204 1702
4100109361,1322 1695 196 640 714
4100109385,1697 2091 712 2133 137
4100109397,255 130 2289 705 2203
4100109398,1693 712 2160 373 2401
4100109527,2406 1175 654 1180 209
4100109554,877 2136 1262 1100 1955
4100109577,1638 703 1218 1695 377
4100109596,1355 70 1795 1300 1495
4100109620,2388 1617 1618 322 1231
4100109634,1777 2394 123 2119 1024
4100109656,2212 2271 1834 1624 672
4100109677,640 1696 1310 373 2160
4100109744,1495 70 687 1918 351
4100109755,377 1966 2303 859 839
4100109776,70 845 382 381 717
4100109778,1257 1520 1519 1232 1258
4100109829,168 1300 351 2241 604
4100109846,2371 2368 1892 1878 2363
4100109874,1944 1945 1743 133 1703
4100110348,2383 1495 2169 1355 608
4100110426,1353 1738 606 1329 640
4100110484,2180 2028 1555 1764 1624
4100110561,1495 1439 354 70 1355
4100110597,2203 1020 1514 213 1623
4100110654,1526 1172 1527 169 1528
4100110682,2388 1618 1519 1518 1520
4100110742,1738 2135 1398 606 1330
4100110743,2205 2084 187 1475 2079
4100110755,2212 1466 1467 1786 1530
4100110833,2212 339 2269 1623 859
4100110887,1619 1486 214 923 1024
4100110987,859 1055 1515 1482 2303
4100111460,668 130 2393 1429 1549
4100111493,577 671 1918 580 2177
4100111542,1646 1549 255 1555 942
4100111543,1300 1495 1635 1439 2352
4100111590,1310 1778 1276 1438 379
4100111612,31 653 624 328 1178
4100111644,1310 1781 4 1691 1325
4100111660,1853 202 179 138 2218
4100111692,1228 913 2235 1325 1778
4100111702,1325 118 2124 1310 304
4100111739,1515 1382 1652 1384 1205
4100111746,2180 31 653 259 1178
4100111890,2212 1655 2404 1509 1715
4100111895,337 334 343 336 1922
4169757343,2368 1703 1879 1874 1889
4169757369,758 790 1112 773 618
4169757430,1646 253 126 1621 311
4169757432,164 1920 2425 333 343
4169757451,1333 1325 2124 2050 1326
4169757468,1892 1373 2371 1900 2363
4169757495,2270 31 1624 623 928
4169757541,855 852 2184 1023 720
4169757583,1901 827 1776 832 1933
4169757597,2359 930 812 935 1023
4169757616,855 852 834 2184 829
4169757650,1296 379 1943 931 1800
4169757653,2370 1878 1774 1896 810
4169757664,382 714 10 1418 712
4169757736,937 1770 931 1412 934
4169757766,1296 937 837 833 827
4169757781,1704 843 824 936 1774
4169757793,2125 578 1328 612 274
4169757819,1972 407 1640 1493 1081
4169757847,837 827 832 1776 820
4169758230,112 786 111 795 369
4169758276,445 150 239 1704 318
4169758332,1491 380 2259 592 589
4169758364,2350 2288 70 666 2119
4169758396,274 1472 1696 1495 1697
4169758408,221 1606 1320 1985 1986
4169758431,382 1915 59 1318 1709
4169758504,1740 1937 1939 809 1870
4169758554,2097 1792 1482 1237 716
4169758588,852 855 1611 834 1027
4169758637,659 1491 347 2046 1974
4169758647,1436 660 2353 884 305
4169758665,1031 866 257 1182 1179
4169758671,854 853 2184 1396 1376
4169758683,1412 2117 2391 81 83
4169758716,1373 1892 1874 2371 1886
4169758758,1798 1649 592 1786 591
4169758856,261 989 1064 992 2030
4169758874,1512 164 1922 342 345
4169758880,1396 2184 1575 1896 1869
4169758946,1778 1491 913 2235 2046
4169758947,378 1778 27 2055 2028
4169758996,1342 786 789 1286 480
4169759041,81 2117 83 2377 1412
4169759176,1922 164 1512 2425 1919
4169759350,681 1795 672 663 687
4169759408,1258 1586 1584 1585 1787
4169759468,1938 2205 1939 286 707
4169759478,1373 1892 379 2371 1874
4169759479,1871 379 1722 1875 811
4169759566,1001 1786 2222 1710 591
4169759599,379 1895 1027 811 1894
4169759624,709 10 2175 382 816
4169759675,1573 274 613 1218 742
4169759682,2371 2363 379 1891 1870
4169759706,2124 382 349 1709 304
4169759727,928 671 62 672 642
4169759772,598 820 1772 828 61
4169759846,2267 1621 1626 1031 2181
4169759880,819 1769 844 932 824
4169759902,328 2288 329 1915 1906
4169759960,1733 1404 2240 1787 1226
4169760342,2180 623 31 2030 624
4169760374,387 2342 380 600 2338
4169760431,2184 1376 2117 379 2371
4169760432,2293 1918 1797 686 604
4169760487,314 2304 1965 2303 203
4169760516,932 827 931 832 937
4169760582,1172 1655 1173 321 1624
4169760601,827 937 837 820 1296
4169760608,1396 1896 1376 1946 2184
4169760615,2352 1300 321 1383 211
4169760628,2189 1785 5 815 1154
4169760659,833 829 827 1296 1772
4169760749,2370 1893 1871 2365 1896
4169760898,382 845 1266 92 721
4169760990,42 646 1164 2415 1083
4169761279,770 792 1348 794 772
4169761347,1800 1894 2356 1946 931
4169761364,1918 578 43 663 671
4169761426,1322 2117 1332 2028 242
4169761457,2135 2092 1744 1328 714
4169761550,1909 1266 845 1400 1590
4169761562,379 807 1616 1895 2363
4169761576,912 2026 1481 1749 1843
4169761590,837 828 834 825 827
4169761631,1906 1912 1424 1913 1422
4169761637,32 1921 2374 1922 344
4169761645,933 937 2184 1412 931
4169761699,390 1371 2371 944 1367
4169761709,827 1776 831 932 832
4169761791,822 1776 827 1772 1296
4169761830,587 1063 1058 261 1069
4169761880,1043 1339 1996 358 915
4169761923,1472 2143 721 73 2133
4169761926,81 82 1412 2377 80
4169762025,358 2184 1376 828 379
4169762101,1476 135 350 1933 2078
4169762111,1034 1469 1971 1994 1052
4169762335,2363 1945 1616 720 1944
4169762352,1696 663 1797 381 746
4169762364,2028 2160 607 1332 242
4169762392,1776 936 932 844 837
4169762395,1939 1877 286 1945 287
4169762405,2371 1892 1371 1884 944
4169762414,852 2201 1296 379 1722
4169762467,2184 937 1376 1396 1023
4169762481,1726 862 2229 937 1966
4169762485,2345 624 1069 1060 616
4169762513,2125 713 2389 613 1637
4169762549,1327 1915 1398 1264 1911
4169762586,1901 1942 1933 1947 1939
4169762654,1894 1800 1772 1771 1296
4169762673,4 1778 10 666 1276
4169762684,1877 1875 379 1873 807
4169762689,1475 835 834 833 828
4169762739,665 2272 2097 1222 1393
4169762930,602 95 1771 2185 598
4169762936,1804 2083 1746 1507 2119
4169762957,786 1041 1342 109 1345
4169763029,2373 1612 1880 2363 1872
4169763064,809 1870 1896 2356 2357
4169763144,954 950 225 528 952
4169763341,70 1918 678 815 44
4169763410,926 1987 712 1105 726
4169763465,1300 1847 2241 78 677
4169763504,2303 1564 1063 148 203
4169763521,2392 1882 1474 1945 286
4169763587,1206 209 130 1524 616
4169763603,379 1877 1892 1872 1890
4169763628,2352 1300 321 1159 1635
4169763640,1412 199 2303 2357 2117
4169763772,2107 1592 342 341 1515
4169763813,822 833 1772 835 828
4169763901,32 344 2374 1921 1922
4169763948,2372 2117 1008 720 1614
4169764101,759 765 755 1684 769
4169764199,2192 786 1116 758 1286
4169764368,1373 1874 1892 2371 2368
4169764373,745 807 1890 2363 1872
4169764380,1355 2175 10 884 1024
4169764427,1276 1418 10 1496 884
4169764445,2289 2168 1433 2188 126
4169764498,1890 379 1895 1027 2371
4169764500,1892 2368 1371 2371 1430
4169764540,1635 672 2393 1024 1300
4169764577,1296 2365 1943 1890 1871
4169764589,1916 859 211 1797 671
4169764597,2353 661 1660 2206 1365
4169764600,2189 703 878 1785 939
4169764634,880 1467 1834 2169 1500
4169764635,726 929 1325 1310 373
4169764714,839 820 828 834 833
4169764755,2392 1416 1375 1872 287
4169764772,1776 833 837 932 819
4169764780,414 415 1286 420 434
4169764914,2025 1709 1268 2065 1334
4169764986,81 2377 2117 82 2378
4169765059,81 2117 1412 2377 80
4169765089,820 837 2365 852 839
4169765107,276 2173 1768 652 651
4169765171,954 1822 950 955 523
4169765508,789 769 765 759 774
4169765521,2009 2019 2017 2000 1050
4169766375,1776 1023 1615 1772 832
4169766426,1959 195 597 1164 2087
4169768390,822 1776 833 837 844
4169768592,976 17 1294 1967 1110
4169769331,434 420 421 426 431
4169770347,1871 1872 2201 745 2363
4169770368,2184 852 2371 379 2372
4169770398,1740 1775 1948 1942 2085
4169770403,827 822 828 832 831
4169770500,1042 1479 1510 582 1043
4169770567,837 819 1776 832 937
4169770608,2000 2022 2003 2002 2019
4169770641,976 1114 1850 1110 1120
4169771347,1288 1453 1754 2336 420
4169771365,1502 1054 1977 294 2104
4169771538,1245 1294 21 976 17
4169772337,2417 1994 1993 2170 223
4169772443,781 759 792 769 802
4169772523,1999 2276 2192 2014 1782
4465860441,1112 2275 1346 1049 2282
4465860473,2359 2370 811 1887 1872
4465860505,1515 182 2068 2189 2067
4465860565,781 792 772 759 775
4465860584,124 1646 77 2063 1932
4465860721,1850 1137 1125 1134 1848
4465860865,1518 1230 1520 1618 2388
4465860866,1518 1230 1618 1520 1258
4465860933,2056 2057 2064 2058 2063
4465860965,2077 135 2080 1940 1938
4465861007,478 469 540 507 528
4465861206,1776 837 934 937 833
4465861336,672 1737 928 671 62
4465861372,934 931 937 832 932
4465861440,1112 1119 1129 1138 1144
4465861606,1144 1134 1133 1129 1150
4465861735,615 1486 1380 347 660
4465861756,1172 2159 1173 2404 1459
4465861868,212 2163 353 2097 1237
4465862149,1611 1416 833 1296 1771
4465862167,1666 1673 2281 572 1670
4465862207,934 937 1894 1296 931
4465862365,1776 832 837 827 1023
4465862653,414 1580 1850 1818 398
4465862743,1295 961 627 1194 1782
4465862980,558 500 1667 556 1672
4465863026,2020 2007 2024 2019 2000
4465863259,2303 176 1965 2304 1564
4465863262,828 1772 822 835 827
4465863298,820 828 840 839 833
4465863347,1729 660 329 2124 1906
4465863350,29 584 583 1976 615
4465863369,46 1278 2009 1285 1998
4465863377,1776 932 61 1772 832
4465863391,1870 1893 2238 1887 1880
4465863392,1849 1850 1110 1245 1851
4465863400,2222 394 2225 862 1297
4465863527,1579 419 435 1461 2321
4465863876,591 104 1530 91 1786
4465864143,952 950 507 469 1681
4465864334,274 1696 642 1495 143
4465864363,174 172 1711 173 591
4465864413,2028 360 675 1332 387
4465864514,653 328 253 1174 654
4465864530,379 1872 1416 1296 807
4465864676,792 769 775 2126 781
4465864689,449 487 1642 543 571
4465864781,1849 2407 1850 1128 2011
4465864915,528 507 466 540 487
4465865102,2076 1774 884 824 1274
4465865137,1271 1267 1326 1327 1333
4465865173,1351 591 1625 2257 1786
4465865248,1778 27 2046 1393 2235
4465865344,721 1322 1218 727 374
4465865452,1320 1400 392 1963 926
4465865456,2246 156 597 2101 1084
4465865459,1887 811 2370 1870 1869
4465865545,1202 1109 1107 1185 1047
4465865601,809 1946 1896 2365 1614
4465865654,759 779 772 769 765
4465865826,2044 182 1783 1732 321
4465865837,796 775 787 759 765
4465865856,161 236 542 228 2199
4465865862,954 449 478 466 507
4465866158,1971 1262 295 156 152
4465866338,2352 321 1300 1159 815
4465866372,1579 1463 413 2321 748
4465866376,2392 1774 843 720 1882
4465866401,1943 1875 1775 1942 1740
4465866412,225 2216 499 510 2215
4465866740,1828 1824 1112 1129 1359
4465866934,1978 747 920 989 1358
4465866959,567 1671 1677 492 465
4465867128,1695 1778 1097 350 2205
4465867375,759 772 762 802 792
4465867452,794 792 775 770 363
4465867481,614 360 753 982 755
4465867576,796 790 756 787 784
4465867602,325 2307 2235 666 10
4465867733,792 802 759 781 772
4465867753,784 792 775 796 759
4465867859,1494 2095 953 1493 1492
4465867960,1243 2206 2112 1365 658
4465868062,1870 1887 1880 1892 2370
4465868132,1998 1278 2009 1386 2018
4465868342,10 1696 1695 666 1418
4465868346,1722 1296 1871 1872 826
4465868355,1998 2011 961 2009 2017
4465868374,1702 276 1988 1768 652
4465868440,1112 1129 794 1119 769
4465868669,796 790 775 784 756
4465868729,1178 654 253 1182 1174
4465868930,624 600 622 1174 1067
4465869128,1538 2064 1843 1630 1364
4465869357,2269 1596 878 2333 877
4465869511,353 212 2163 1237 1238
4465869607,852 934 1416 379 937
4465869618,618 365 1540 1253 2126
4465869626,1134 398 1286 1850 1580
4465869651,796 756 779 784 775
4465869652,2284 575 573 1291 542
4465869700,759 772 762 792 784
4465869704,616 1069 2030 1067 1059
4465869756,245 877 1965 2303 2304
4465869798,1122 1580 420 1246 2336
4465869937,2026 2404 1603 2056 2063
4465869959,1988 1514 2173 1768 1297
4465870129,1959 1798 192 195 42
4465870146,1574 1627 1610 910 1356
4465870150,2103 2101 42 2415 1662
4465870202,539 557 548 451 551
4465870327,1453 1757 1756 1763 1755
4465870361,1252 1133 1818 1850 1288
4465870376,582 2153 581 1064 261
4465870448,188 1763 1850 1110 1288
4465870450,1469 877 1034 1262 2136
4465870454,935 1575 937 1776 1773
4465870476,1192 1190 1047 1188 1189
4465870537,2299 176 2303 1965 2298
4465870558,19 223 2280 2002 2000
4465870594,1048 362 1540 1752 365
4465870739,1772 822 833 835 1776
4465870796,68 879 885 87 1156
4465870807,2153 261 582 315 1923
4465870836,1564 2303 2408 855 1412
4465870870,272 2128 886 1262 87
4465870919,1270 1793 1727 152 1726
4465871365,1766 875 620 885 879
4465871385,1236 54 1189 1340 1185
4465871464,614 1013 1539 869 895
4465871488,753 787 756 755 435
4465871565,735 973 1849 15 1128
4465871601,1411 934 937 935 1408
4465871639,1038 451 1643 225 1294
4465871664,1364 1363 2290 1538 2254
4465871676,40 1415 37 1552 254
4465871740,1063 130 1565 124 1564
4465871856,1767 2153 316 68 1034
4465871870,2116 844 822 61 1473
4465871913,2219 2415 42 2333 155
4465871920,520 550 569 451 1291
4465872035,1080 1246 1802 869 1249
4465872115,1375 1372 1704 1895 379
4465872243,2386 1399 2087 2104 1598
4465872470,2126 770 618 596 1120
4465872557,5 341 345 2107 346
4465872629,359 1038 1561 1188 1748
4465872663,932 1776 832 827 831
4465872818,1965 1339 314 176 1057
4465872847,976 1120 511 1144 528
4465872853,2109 2041 816 347 660
4465872917,2136 272 2227 2244 877
4465872952,1144 1850 1848 1134 1118
4465873097,618 2190 1389 769 770
4465873281,1100 2136 2227 1055 877
4465873405,578 196 685 2117 2028
4465873488,2299 2305 1564 2301 2303
4465873505,2018 2279 2016 2282 773
4465873540,1129 1286 1754 1125 1494
4465873598,2417 558 161 2199 228
4465873884,111 1539 895 1170 1014
4465874390,2153 878 2110 68 1308
4465874474,614 970 581 1539 869
4465874480,819 937 837 831 936
4465874709,1676 536 573 474 228
4465874721,1778 83 27 1695 377
4465874872,1093 1092 190 312 1469
4465874874,295 2106 2073 272 886
4465874944,87 1156 886 68 2128
4465875000,558 478 499 510 469
4465875081,2299 176 2298 2305 1057
4465875160,1704 1776 831 932 837
4465875200,892 1828 1863 893 1690
4465875273,2222 1054 318 1297 2225
4465875461,1693 2091 1736 1987 1266
4465875554,187 383 95 1416 186
4465875645,1416 812 95 720 1872
4465875652,13 1278 1128 19 961
4465875795,2282 1782 1346 967 627
4465875805,819 1959 1164 824 936
4465876055,833 829 822 835 844
4465876077,773 488 1185 618 2275
4465876197,1404 1732 1585 1653 1652
4465876263,1561 1559 1560 912 2111
4465876286,720 287 2205 1743 1948
4465876348,2045 2041 2038 1400 1301
4465876388,1971 1262 876 295 1099
4465876404,770 784 1120 769 618
4465876467,2304 1965 2299 203 2303
4465876628,1665 1532 2102 1977 2387
4465876657,827 1772 826 837 1776
4465876659,2128 272 2103 864 1160
4465876664,1895 379 1870 1892 2371
4465876715,932 1776 827 832 837
4465876770,359 614 982 2419 983
4465876781,2153 342 336 1064 356
4465876833,1778 27 284 898 83
4465876922,1669 447 544 538 2198
4465877237,2056 2058 2057 2064 1397
4465877247,1023 937 935 1575 1776
4465877298,796 787 756 750 753
4465877400,2114 1156 2129 1747 361
4465877418,784 770 775 762 1805
4465877477,652 651 2303 1020 650
4465877521,735 50 1245 1277 737
4465877730,2408 148 972 2299 1627
4465877793,68 1971 272 2128 2129
4465877854,1676 542 1669 526 474
4465877891,1291 15 1038 1674 450
4465877895,1190 1035 1203 1093 2073
4465877928,229 228 536 234 464
4465877974,833 822 835 1776 837
4465878083,1672 233 228 1677 1667
4465878102,651 652 2303 1965 1750
4465878218,961 1295 546 1291 1194
4465878255,409 1690 1819 398 1866
4465878482,1688 407 398 414 1687
4465878504,1971 1262 876 295 1099
4465878510,781 759 409 1539 1170
4465878636,1201 533 1667 228 1191
4465878686,1063 2026 1104 877 125
4465878739,1087 70 2054 2045 2209
4465878854,1247 1339 1289 1826 2408
4465878866,2020 2024 2007 2008 1995
4465878877,1189 548 463 1047 566
4465878895,2299 176 1965 2298 2305
4465878901,42 2103 296 1163 2101
4465879000,269 2112 1650 2119 2175
4465879011,832 827 1776 1770 1296
4465879085,2365 1896 1946 809 852
4465879164,1179 1175 1976 1031 584
4465879184,281 2230 1977 2219 2231
4465879209,837 827 1776 832 932
4465879259,796 787 753 756 750
4465879285,1773 935 1776 61 1774
4465879508,2299 905 2303 925 2300
4465879600,2136 1971 2204 1100 2227
4465879605,792 781 775 759 769
4465879615,720 810 2356 1942 1611
4465879879,228 1201 515 236 542
4465879908,342 336 337 344 335
4465880036,1704 824 830 831 843
4465880040,833 835 837 820 1776
4465880108,2022 2003 2000 2284 2002
4465880218,532 483 231 2198 503
4465880237,511 489 480 479 571
4465880257,1691 163 1597 1228 10
4465880475,773 1999 488 477 1669
4465880487,833 835 822 828 829
4465880614,225 1201 2417 1039 1191
4465880892,1296 825 931 934 1943
4465881036,1416 1296 720 829 1943
4465881082,15 19 2166 13 1132
4465881120,225 1043 2215 954 515
4465881129,796 756 787 784 790
4465881150,1538 1363 1364 2290 2254
4465881176,2276 19 1762 21 13
4465881313,1811 1820 206 656 1864
4465881328,831 830 1704 819 844
4465881417,2018 1849 976 1120 2016
4465881804,523 481 478 510 528
4465881831,1574 1610 2187 1628 1364
4465882043,1383 1304 240 1731 1384
4465882152,1518 1230 1258 1520 1257
4465882333,1669 532 544 548 1670
4465882360,1156 2129 2114 88 620
4465882751,255 1069 1058 1065 587
4465882841,1702 2419 906 2204 651
4465882915,796 784 800 750 753
4465882954,488 538 450 511 447
4465882999,2283 2284 1667 2280 575
4465883025,1466 124 1244 2406 1621
4465883156,753 906 796 787 2273
4465883294,382 1909 1266 2124 329
4465883323,361 1930 1240 2153 356
4465883410,1754 1826 1757 1756 1125
4465883456,2095 405 398 397 403
4465883491,778 1110 1849 1850 52
4465883534,773 790 783 801 1346
4465883637,2391 852 2201 1416 1872
4465883704,726 1709 373 1915 1310
4465883737,1826 987 425 1287 989
4465883998,796 750 109 800 756
4465884078,2126 785 363 365 111
4465884082,27 675 1768 1393 1702
4465884297,450 19 1110 1120 976
4465884447,773 796 618 801 1386
4465884461,1851 1849 1128 1145 1144
4465884994,1277 1236 1643 21 312
4465885039,572 1673 1039 1038 574
4465885078,796 775 790 784 1041
4465885089,70 117 2140 43 44
4465885093,2283 2280 575 2005 2003
4465885365,1064 1768 226 1063 1206
4465885399,1763 1760 1820 1811 759
4465885445,969 556 557 450 558
4465885614,796 770 784 775 790
4465885772,1754 970 795 1686 111
4465885850,774 1451 1763 789 778
4465885862,1880 2363 1875 379 1876
4465885883,961 1998 1278 1849 1153
4465886371,1201 1748 1200 161 1682
4465886375,993 999 996 2337 2345
4465886411,1118 736 1822 19 1128
4465886418,188 1278 1850 1453 19
4465886773,386 2159 1786 591 2257
4465886871,2275 1388 1389 1566 618
4465886994,1670 1291 453 461 1200
4465887002,1863 571 1821 480 1689
4465887012,1364 1155 2299 1363 2298
4465887140,356 817 1930 1061 1064
4465887304,29 1976 2406 283 278
4465887431,2104 1977 2087 1959 195
4465887442,705 1705 1303 1549 78
4465887489,1896 2365 1871 1869 1946
4465887521,773 1999 1998 2279 1386
4465887538,20 14 19 505 15
4465887652,582 2188 1537 1630 1610
4465887749,969 450 967 975 976
4465887862,287 95 1938 808 733
4465887881,822 833 835 1772 838
4465887921,796 753 787 109 750
4465887959,1948 1740 1875 2085 1941
4465888003,2153 581 582 1930 1240
4465888030,2018 1998 1049 618 1048
4465888069,1304 1515 268 1482 1382
4465888163,1152 1134 1149 1809 1136
4465888228,1259 339 1586 102 103
4465888336,833 1772 836 1771 820
4465888357,675 1786 1712 591 1711
4465888409,203 1339 148 434 719
4465888423,1850 1133 1128 19 1245
4465888754,937 931 934 1296 837
4465888902,1869 1023 852 821 1896
4465888961,796 750 756 787 800
4465889365,442 1440 1240 28 2234
4465889368,833 835 822 828 836
4465889699,2413 1584 2249 1652 1583
4465889897,837 819 827 844 839
4465889924,1264 1330 1265 1091 2090
4465889940,832 936 827 831 822
