observationId,predictions
4100110987,1478 1227 1586 300 208
4100111460,1556 668 1060 697 1646
4100111493,577 2177 170 677 300
4100111542,1646 1556 1898 942 631
4100111543,1556 1635 321 1302 2177
4100111590,1376 931 4 379 2238
4100111612,31 1174 622 1334 1552
4100111644,1781 1535 4 1309 2124
4100111660,1853 202 1054 2319 179
4100111692,1228 2235 1325 1639 1468
4100111702,641 1398 1691 2 2124
4100111739,1384 1586 2209 240 1582
4100111746,31 1174 600 1178 2030
4100111890,1509 1898 1655 1005 643
4100111895,340 333 338 343 332
4169757343,1889 331 1886 1879 1874
4169757369,796 773 790 789 1566
4169757430,1646 1060 1066 252 2263
4169757432,340 1920 333 164 2425
4169757451,1909 2050 1739 722 641
4169757468,1373 2238 1892 1889 1886
4169757495,31 2270 2403 641 2263
4169757541,931 1410 80 933 1412
4169757583,931 811 1776 936 61
4169757597,1409 931 1023 2358 930
4169757616,931 1722 1374 1890 1410
4169757650,931 1888 1296 1890 1872
4169757653,379 2373 1875 2238 810
4169757664,847 721 382 10 714
4169757736,931 933 819 1296 1770
4169757766,931 1296 819 829 833
4169757781,841 819 930 936 823
4169757793,1739 390 1328 612 373
4169757819,1479 407 1685 1493 953
4169757847,819 931 832 1776 1770
4169758230,788 1041 749 370 369
4169758276,1710 239 241 823 819
4169758332,1301 676 380 593 697
4169758364,1468 666 847 1911 2350
4169758396,1316 64 2125 2403 663
4169758408,1606 1985 1986 676 221
4169758431,847 1268 1909 722 1334
4169758504,931 576 841 379 1941
4169758554,1517 1792 322 1711 1801
4169758588,931 853 2373 1410 1890
4169758637,285 659 221 674 347
4169758647,327 1858 38 660 101
4169758665,1179 171 1711 697 699
4169758671,854 853 36 931 1409
4169758683,1412 80 2391 2357 81
4169758716,1886 1373 1881 1897 1892
4169758758,697 1786 2256 1711 591
4169758856,992 996 1634 999 1066
4169758874,32 1919 1512 1920 1921
4169758880,931 1869 854 933 2373
4169758946,378 1988 1420 1637 1228
4169758947,1328 1332 378 641 2158
4169758996,789 760 749 788 1342
4169759041,80 81 1412 2378 2379
4169759176,1920 1919 2425 32 1921
4169759350,722 663 1795 1302 1700
4169759408,1586 1258 1582 1257 1520
4169759468,1935 135 2158 2373 144
4169759478,1881 1373 1886 390 331
4169759479,931 2238 1871 1887 2373
4169759566,1710 2256 1506 1786 2226
4169759599,2237 1887 1881 1373 1875
4169759624,10 816 1398 1739 1468
4169759675,819 2075 2165 379 2185
4169759682,2238 1376 1373 931 1887
4169759706,847 1398 1709 1739 303
4169759727,11 577 663 1737 2125
4169759772,1772 820 833 819 931
4169759846,2267 1626 2263 388 1621
4169759880,819 823 830 61 1776
4169759902,1334 847 1424 1267 2287
4169759960,1227 1519 1586 1478 1582
4169760342,1174 31 697 2030 1182
4169760374,2342 697 2148 1357 2147
4169760431,2184 1376 931 379 1722
4169760432,677 1302 1847 604 2335
4169760487,314 1965 741 2304 1469
4169760516,931 932 1776 819 832
4169760582,1172 239 2209 214 2177
4169760601,819 931 840 1770 820
4169760608,854 931 2373 853 1396
4169760615,169 2177 321 1306 1300
4169760628,939 1785 149 2189 872
4169760659,819 931 1296 1772 833
4169760749,2238 2373 1893 1871 1887
4169760898,1739 292 847 10 721
4169760990,646 2415 323 959 1617
4169761279,749 1348 794 792 779
4169761347,931 576 61 2356 1943
4169761364,663 677 578 1795 577
4169761426,2158 1739 2373 196 1332
4169761457,714 1328 612 2135 1744
4169761550,1909 847 960 1271 1403
4169761562,931 2373 1616 1722 1871
4169761576,2255 1479 1559 1841 2029
4169761590,819 931 825 833 1772
4169761631,1424 1906 2182 1910 1428
4169761637,32 1921 344 208 2374
4169761645,933 931 1296 1376 1770
4169761699,390 1373 1892 1874 331
4169761709,819 1776 1770 1772 827
4169761791,819 931 1772 1296 829
4169761830,987 587 1452 1634 986
4169761880,142 2013 1996 2020 1992
4169761923,1472 2081 1846 2143 2139
4169761926,81 80 1412 2369 82
4169762025,1376 931 358 2184 1412
4169762101,135 144 1476 287 2158
4169762111,1469 244 1971 1034 1052
4169762335,2360 2373 811 2364 1871
4169762352,663 682 1738 2210 1055
4169762364,1332 360 1228 1608 80
4169762392,819 936 841 1776 932
4169762395,1877 135 1876 331 133
4169762405,390 1373 1874 1889 1886
4169762414,931 1722 2373 1890 1871
4169762467,2184 933 931 1376 1296
4169762481,819 933 931 1770 1023
4169762485,697 616 1060 2289 1066
4169762513,1637 2125 1738 685 1739
4169762549,1739 847 1910 1334 1398
4169762586,841 931 1772 1947 1776
4169762654,931 1772 1296 1771 1776
4169762673,4 666 220 10 1276
4169762684,2237 1875 1876 1873 2364
4169762689,819 1769 820 833 2373
4169762739,1222 2272 1711 1393 91
4169762930,602 2185 1772 1771 819
4169762936,2403 1022 714 1398 606
4169762957,1041 789 760 109 749
4169763029,2373 931 1871 1872 1612
4169763064,931 2356 2357 933 1412
4169763144,955 954 950 528 1192
4169763341,117 300 883 678 169
4169763410,391 1105 1985 1989 926
4169763465,677 169 1301 1847 668
4169763504,1373 905 390 2391 931
4169763521,1876 1875 2238 2373 1877
4169763587,616 1538 1206 1836 697
4169763603,2237 1877 931 1881 1875
4169763628,169 321 1306 1300 2352
4169763640,1412 2357 80 905 199
4169763772,1592 1582 346 345 1384
4169763813,819 1772 833 822 838
4169763901,32 344 1921 1919 2425
4169763948,2117 2356 2358 1869 931
4169764101,759 1684 789 787 769
4169764199,786 788 760 2192 222
4169764368,1373 1886 1874 1881 1889
4169764373,745 1890 811 1869 1742
4169764380,2405 2175 10 1355 2242
4169764427,1090 1468 1276 10 90
4169764445,940 1065 2289 942 631
4169764498,931 1890 1881 379 1373
4169764500,2238 1373 1892 2373 390
4169764540,1635 663 321 608 980
4169764577,931 1296 841 1890 1722
4169764589,2177 663 1229 1984 169
4169764597,2206 2353 661 1908 2405
4169764600,939 1785 2189 1154 701
4169764634,1509 579 1834 1467 880
4169764635,929 847 726 1398 1739
4169764714,819 820 833 826 838
4169764755,185 2392 2373 819 1741
4169764772,819 1776 1772 1770 829
4169764780,1581 1578 2327 415 414
4169764914,847 1334 2025 1268 1709
4169764986,81 80 1412 2369 2379
4169765059,80 1412 81 2379 1407
4169765089,931 1722 819 1770 820
4169765107,388 1720 1606 303 1768
4169765171,1681 955 540 528 1821
4169765508,789 776 779 759 769
4169765521,2017 2013 2019 2011 2009
4169766375,931 819 1772 1776 935
4169766426,1086 2311 2415 1854 1959
4169768390,819 936 931 822 1776
4169768592,1294 17 1121 1189 1967
4169769331,416 420 434 421 426
4169770347,1871 2238 931 2391 1872
4169770368,2373 931 379 1892 1869
4169770398,2237 1740 2373 576 1941
4169770403,819 820 838 833 1772
4169770500,1479 142 1171 1042 2255
4169770567,819 931 1770 1296 1772
4169770608,2013 2012 2022 2021 2003
4169770641,963 1119 543 617 1144
4169771347,1578 422 416 420 1816
4169771365,1054 1977 2104 294 877
4169771538,1294 1121 2013 2277 2011
4169772337,2170 2417 1994 2171 215
4169772443,781 769 763 759 762
4169772523,2014 2279 2276 1469 2192
4465860441,2275 2282 1254 531 1198
4465860473,2373 1893 811 2356 1890
4465860505,1653 1384 1515 2068 182
4465860565,762 759 792 775 769
4465860584,1932 2056 2059 1646 77
4465860721,19 2011 1242 1821 1145
4465860865,1230 1518 2388 1519 1520
4465860866,1230 1518 2388 1519 1257
4465860933,2056 2059 2064 2060 2058
4465860965,135 1934 144 1935 2077
4465861007,543 469 955 478 507
4465861206,931 1296 1772 819 1776
4465861336,1623 2263 388 2264 2098
4465861372,931 934 1296 819 829
4465861440,1117 1119 1121 792 1138
4465861606,1144 1121 1122 1133 1139
4465861735,697 347 1786 654 1380
4465861756,1172 1173 2159 1721 261
4465861868,1519 212 629 716 2163
4465862149,931 1611 1771 2373 820
4465862167,572 1673 1313 474 2171
4465862207,931 934 829 1296 1374
4465862365,931 819 1776 832 1770
4465862653,1122 423 1581 19 414
4465862743,963 19 1295 540 973
4465862980,1672 1667 233 556 543
4465863026,2013 1995 2020 1996 2021
4465863259,176 741 243 877 2303
4465863262,819 1772 828 833 820
4465863298,819 820 840 833 1770
4465863347,1911 1905 2124 1267 1398
4465863350,697 1711 590 698 1786
4465863369,48 45 2009 46 2017
4465863377,931 1776 819 1772 61
4465863391,2238 1883 1887 1893 2373
4465863392,19 2277 1849 1153 1354
4465863400,2217 2222 294 1506 2308
4465863527,1578 419 189 2326 435
4465863876,1713 91 1088 1711 388
4465864143,955 507 1681 478 498
4465864334,726 1739 143 2125 1918
4465864363,173 1711 174 172 171
4465864413,697 360 1711 675 698
4465864514,1174 654 653 329 38
4465864530,931 1888 1872 2373 379
4465864676,792 769 775 763 776
4465864689,543 449 487 466 1642
4465864781,964 1849 966 1153 19
4465864915,543 466 507 528 540
4465865102,819 1273 61 936 1918
4465865137,1334 1271 1739 1267 847
4465865173,128 1786 388 697 591
4465865248,4 303 1768 1228 1974
4465865344,1739 721 1162 292 847
4465865452,391 926 1963 392 1105
4465865456,2246 959 2103 2101 1086
4465865459,1887 1890 931 2238 1869
4465865545,1294 1047 1189 1256 546
4465865601,931 2356 1893 2365 2373
4465865654,779 789 776 759 769
4465865826,1783 1732 1735 2070 169
4465865837,796 789 766 787 779
4465865856,474 572 498 236 2171
4465865862,501 543 466 1821 469
4465866158,1971 1262 295 2106 2103
4465866338,169 1306 321 2157 300
4465866372,762 1578 748 766 749
4465866376,1875 1876 936 2392 841
4465866401,931 1888 1875 1296 1772
4465866412,955 469 549 225 478
4465866740,1824 1829 893 1828 469
4465866934,1978 994 920 989 1358
4465866959,233 465 567 1667 467
4465867128,1563 2158 443 2205 2391
4465867375,776 762 759 779 763
4465867452,794 792 785 2190 1348
4465867481,36 614 1562 1833 360
4465867576,796 787 750 779 756
4465867602,1977 325 10 1600 2307
4465867733,762 1578 792 769 763
4465867753,776 766 796 762 789
4465867859,953 1492 754 1079 1688
4465867960,285 1243 658 1986 2405
4465868062,2238 1887 2373 1883 1876
4465868132,48 2015 2011 1278 2016
4465868342,10 382 1398 816 1301
4465868346,1722 931 1871 1890 1374
4465868355,2017 2279 2015 2006 2016
4465868374,741 985 1988 303 1765
4465868440,762 1117 754 1119 794
4465868669,796 789 750 787 779
4465868729,1182 1174 171 697 654
4465868930,600 697 1174 622 1357
4465869128,1538 1577 1844 2064 1209
4465869357,877 1713 1088 2244 1596
4465869511,629 1791 1519 1238 212
4465869607,931 1722 819 2373 1769
4465869618,785 617 1294 963 1389
4465869626,1144 53 1122 1121 52
4465869651,796 789 779 750 765
4465869652,2283 2284 1667 573 2171
4465869700,763 779 759 776 796
4465869704,1065 1066 616 1061 1059
4465869756,877 245 917 741 879
4465869798,1122 1283 1687 1286 1048
4465869937,2113 2056 2263 1603 2059
4465869959,1514 1988 2173 303 1297
4465870129,1519 2220 1618 2315 1954
4465870146,1356 1574 1629 902 1559
4465870150,2103 646 2101 863 2415
4465870202,474 476 1189 448 572
4465870327,789 1757 776 1760 1755
4465870361,1122 1578 1136 1133 1283
4465870376,1978 1061 1440 992 261
4465870448,19 769 1763 52 46
4465870450,877 1469 1034 1971 1262
4465870454,931 935 841 819 832
4465870476,1047 1192 572 1189 1190
4465870537,176 2298 741 877 910
4465870558,19 2171 223 2283 556
4465870594,1048 1839 1758 1540 362
4465870739,819 1772 1741 822 833
4465870796,879 877 885 68 87
4465870807,1440 261 1061 886 315
4465870836,881 931 1412 2391 933
4465870870,886 87 89 85 2128
4465870919,1086 2244 959 1726 1270
4465871365,1035 620 879 885 897
4465871385,1189 1313 19 1294 54
4465871464,614 893 749 1492 1171
4465871488,787 1452 756 779 614
4465871565,973 19 476 540 15
4465871601,1409 1411 931 819 1408
4465871639,1038 474 1294 572 1039
4465871664,1363 2060 1538 1841 2290
4465871676,1646 38 37 1215 40
4465871740,1844 1628 2038 1565 122
4465871856,614 2146 1033 798 36
4465871870,819 185 61 936 1741
4465871913,2219 1618 1519 2415 2103
4465871920,520 453 1675 572 544
4465872035,1080 1249 1111 1275 1246
4465872115,819 1375 2237 1372 823
4465872243,1074 1977 2104 2251 446
4465872470,617 770 783 785 2126
4465872557,2141 2179 1304 346 1384
4465872629,359 1038 1561 1019 225
4465872663,819 1776 832 936 931
4465872818,741 176 1965 1104 314
4465872847,511 962 540 520 975
4465872853,221 816 2038 347 1905
4465872917,877 2244 2224 886 190
4465872952,1144 543 1136 19 540
4465873097,792 754 785 2190 769
4465873281,877 879 917 1789 1054
4465873405,196 663 390 2391 577
4465873488,176 2301 2298 905 2305
4465873505,2279 1294 2282 2012 1196
4465873540,1140 1286 1359 754 206
4465873598,2417 476 2171 556 572
4465873884,1539 1170 749 1686 315
4465874390,878 2414 886 1633 2110
4465874474,614 1479 1492 749 1171
4465874480,819 931 832 841 936
4465874709,572 474 536 573 453
4465874721,303 1563 4 377 1297
4465874872,190 1469 1092 312 1093
4465874874,886 2106 88 2244 2105
4465874944,886 87 857 2154 89
4465875000,543 478 498 955 469
4465875081,2298 176 2305 1057 1965
4465875160,819 841 931 2237 1296
4465875200,1829 893 400 410 892
4465875273,1054 1506 2222 202 1297
4465875461,1736 685 2091 1267 2050
4465875554,383 931 187 819 2158
4465875645,1273 2373 931 819 1872
4465875652,964 963 19 2009 2279
4465875795,1294 2279 19 474 963
4465875805,819 61 1770 932 936
4465876055,819 838 820 61 931
4465876077,773 538 497 447 488
4465876197,1582 1653 1384 1586 1404
4465876263,1559 1561 1629 1560 1749
4465876286,931 287 61 2373 2158
4465876348,285 2137 2038 1905 816
4465876388,1971 876 1262 877 886
4465876404,769 783 773 792 794
4465876467,176 741 1104 1965 917
4465876628,886 2106 1665 1977 1971
4465876657,819 931 1772 61 1770
4465876659,2103 85 886 1557 88
4465876664,1881 1886 331 931 379
4465876715,819 932 931 1776 61
4465876770,614 36 359 983 68
4465876781,356 360 2153 992 1440
4465876833,1301 901 1974 27 1563
4465876922,2198 544 538 447 1669
4465877237,2056 2058 2064 2060 2057
4465877247,931 933 1023 819 935
4465877298,796 750 787 779 109
4465877400,2114 85 886 849 1924
4465877418,762 769 792 784 965
4465877477,652 877 139 1562 2203
4465877521,735 1354 1277 737 2277
4465877730,1294 2011 19 972 2018
4465877793,886 877 879 87 1971
4465877854,474 572 536 1673 1313
4465877891,572 1038 19 1291 963
4465877895,1190 1035 223 1994 1469
4465877928,536 233 1672 453 229
4465877974,819 833 829 931 936
4465878083,233 572 1672 1667 536
4465878102,741 176 243 1056 2060
4465878218,963 2279 964 546 474
4465878255,400 410 409 405 1819
4465878482,1687 1688 401 407 1490
4465878504,1971 876 1262 886 295
4465878510,410 776 893 759 769
4465878636,1667 1672 533 236 2283
4465878686,877 1844 1297 2263 2203
4465878739,2177 1087 1768 1586 2054
4465878854,1289 1242 1247 877 19
4465878866,1995 2020 2013 1992 2021
4465878877,1189 1047 474 17 463
4465878895,176 2298 1155 2299 1628
4465878901,2103 646 2101 42 85
4465879000,221 816 2206 1468 8
4465879011,931 819 61 832 1776
4465879085,931 1023 2356 2373 1770
4465879164,1179 697 699 1176 1174
4465879184,2230 2219 1977 1086 3
4465879209,819 931 1776 1296 832
4465879259,796 750 787 109 756
4465879285,931 841 1875 930 61
4465879508,905 2298 1631 877 925
4465879600,1054 1971 579 877 2136
4465879605,792 769 781 775 785
4465879615,1869 931 2356 810 841
4465879879,498 474 572 317 1201
4465879908,335 344 338 1920 337
4465880036,819 841 830 823 379
4465880040,819 833 936 931 829
4465880108,2021 2022 1997 2012 2003
4465880218,2198 544 503 532 483
4465880237,511 497 562 466 547
4465880257,1691 714 611 641 819
4465880475,773 2279 1189 547 2198
4465880487,833 819 829 1772 835
4465880614,474 572 1313 1294 1189
4465880892,1888 931 1296 1890 1722
4465881036,931 936 61 2373 829
4465881082,19 15 2166 223 1189
4465881120,317 2171 955 498 1192
4465881129,796 750 787 109 779
4465881150,1538 1841 2255 2060 2254
4465881176,19 1762 1354 2276 2279
4465881313,762 410 1578 206 1816
4465881328,819 823 830 831 1770
4465881417,966 2016 963 1294 2011
4465881804,562 528 955 478 2171
4465881831,2187 1574 1841 1356 1629
4465882043,1384 240 2179 169 1227
4465882152,1257 1586 1519 1520 1230
4465882333,572 544 1669 448 474
4465882360,2114 88 89 87 886
4465882751,1065 2263 1069 1066 585
4465882841,877 906 614 1591 985
4465882915,796 750 787 800 789
4465882954,538 488 447 497 1861
4465882999,2283 2278 1667 2171 1672
4465883025,697 2159 2263 347 1646
4465883156,787 796 750 906 109
4465883294,1398 847 1739 390 1909
4465883323,36 361 1440 581 2146
4465883410,1242 1757 1756 767 1816
4465883456,1678 762 760 2328 1578
4465883491,966 1849 1851 52 46
4465883534,790 796 773 789 801
4465883637,2391 1722 2392 245 828
4465883704,1739 847 292 1910 1709
4465883737,994 987 1391 999 1452
4465883998,796 750 766 789 109
4465884078,785 617 792 363 2126
4465884082,1768 1902 303 1228 901
4465884297,19 1114 966 1128 15
4465884447,773 796 789 750 801
4465884461,1144 1851 1849 1145 1128
4465884994,312 1294 1469 735 2277
4465885039,572 474 1313 1673 1038
4465885078,796 750 779 109 766
4465885089,117 43 578 1918 704
4465885093,2283 2017 2006 1667 2005
4465885365,697 360 698 691 2203
4465885399,762 1578 748 751 1464
4465885445,543 476 535 973 453
4465885614,796 792 776 789 769
4465885772,1816 762 410 2095 992
4465885850,789 774 1578 769 759
4465885862,2237 1887 1875 2364 1876
4465885883,1153 964 2279 1849 963
4465886371,474 1189 955 1201 498
4465886375,994 999 996 1634 993
4465886411,233 1145 465 227 453
4465886418,1283 19 1282 46 1147
4465886773,593 388 2159 1786 2256
4465886871,2275 1256 1566 1197 963
4465886994,476 498 516 556 453
4465887002,1821 1806 1829 1863 1077
4465887012,1155 2298 1628 1364 1538
4465887140,356 441 1061 817 442
4465887304,697 698 1223 675 1179
4465887431,1977 2104 2230 1074 195
4465887442,705 1841 2029 1303 1298
4465887489,2373 931 1890 1893 2238
4465887521,773 1196 2279 2014 796
4465887538,19 2198 505 14 503
4465887652,2255 582 2188 1978 1538
4465887749,963 974 450 967 969
4465887862,135 61 287 819 2165
4465887881,819 822 838 1772 833
4465887921,796 750 787 109 906
4465887959,2237 1875 2373 1876 1948
4465888003,581 992 441 1978 614
4465888030,617 2018 2016 2279 963
4465888069,300 268 1586 1304 267
4465888163,1122 1144 501 512 1136
4465888228,1259 1586 1257 1232 103
4465888336,833 836 1772 1771 1888
4465888357,1711 675 171 590 1786
4465888409,203 719 1569 1808 1289
4465888423,19 1136 1122 1128 1821
4465888754,931 933 1296 819 832
4465888902,931 1869 841 1023 936
4465888961,796 750 787 789 779
4465889365,1440 2234 2340 1634 1228
4465889368,833 819 820 1772 835
4465889699,1384 1582 2413 2249 1583
4465889897,819 1770 1776 936 822
4465889924,1334 1739 847 1403 1324
4465889940,819 936 931 832 1776
4465890220,2331 1359 1150 1802 754
4465890253,1831 1122 1578 1391 2331
4465890442,1294 476 2279 19 223
4465890586,879 885 2154 1657 1789
4465890587,1294 487 540 451 520
4465890625,1051 1667 963 2013 1047
4465890641,516 476 1051 572 1047
4465890823,1389 363 792 785 2190
4465891399,176 1965 2298 1104 877
4465891510,1256 363 617 618 1566
4465891590,1212 1931 1526 1209 1211
